,institution,major,degree,season,decisionfin,method,decdate,decdate_ts,gpa,grev,greq,greaw,status,date_add,date_add_ts,comment
4874,University Of Texas At Austin,Mechanical Engineering,PhD,Fall 2015,Rejected,,30-03-2015,1427644800,,,,,International,30-03-2015,1427644800,
4875,Notre Dame,Mechanical Engineering,PhD,Fall 2015,Accepted,,27-03-2015,1427385600,3.5,159.0,164.0,4.0,American,30-03-2015,1427644800,"full ride plus 28,000 salary and 1200 stipend for books, laptop, etc. will be visiting soon!"
4876,Stanford University,Mechanical Engineering,PhD,Fall 2015,Rejected,,27-03-2015,1427385600,,,,,International,29-03-2015,1427558400,Good Luck for every one.
4877,University Of Utah,Mechanical Engineering,PhD,Fall 2015,Rejected,,20-03-2015,1426780800,,,,,International,29-03-2015,1427558400,I give God the glory and trust God for other placement in other school
4878,UMich,Mechanical,PhD,Fall 2015,Other,Other,,,,,,,International,28-03-2015,1427472000,Anyone has got admit from Umich for PhD in Mechanical.....i haven't received any interview call either....
4879,University Of Kansas,Mechanical Engieering,PhD,Fall 2015,Accepted,,27-03-2015,1427385600,,,,,,28-03-2015,1427472000,
4880,Columbia University,Mechanical Engineering,PhD,Fall 2015,Rejected,,28-03-2015,1427472000,,,,,International,28-03-2015,1427472000,
4881,University Of Pittsburgh,Mechanical Engineering,PhD,Fall 2015,Rejected,,27-03-2015,1427385600,3.65,147.0,161.0,3.0,International,28-03-2015,1427472000,Consideration has been given to your application for admission to graduate study in the Swanson School of Engineering. I regret to inform you that the Admissions Committee has not recommended favorable action on your application.
4882,Stanford University,Mechanical Engineering,PhD,Fall 2015,Rejected,,27-03-2015,1427385600,,,,,International,28-03-2015,1427472000,
4883,University Of Texas San Antonio,Mechanical Engineering,PhD,Fall 2015,Accepted,,28-03-2015,1427472000,3.0,139.0,153.0,2.0,International,28-03-2015,1427472000,Admitted but no status on funding. As well on website it was written that I will get official mail later.
4884,Columbia University,Mechanical Engineering,PhD,Fall 2015,Accepted,,28-03-2015,1427472000,,,,,International,28-03-2015,1427472000,"I posted earlier today about my acceptance. I realized that I actually applied for PhD, not masters lol"
4885,Stanford University,Mechanical Engineering,PhD,Fall 2015,Rejected,,27-03-2015,1427385600,4.0,,,,International,27-03-2015,1427385600,so sad so bad
4886,Iowa State University,Mechanical Engineering,PhD,Fall 2015,Other,Other,,,,,,,International,27-03-2015,1427385600,"At this time, all of our teaching assistantship offers have been made. Your application is still available for our faculty to review for research assistantship consideration. Research assistantship review is done on an individual faculty basis and those offers can be made any time up until May 15th. We will not admit a student without an assistantship unless they can be self-funded student. If self-funded, a student must find a faculty member to serve as their major professor before an offer of admission is made."
4887,University of Michigan (Ann Arbor),Mechanical Engineering,PhD,Fall 2015,Interview,,,,,,,,Other,27-03-2015,1427385600,"To the poster below, Dear friend, that RA position will be closed by another student. I`m sorry for a lot of good students."
4888,University Of Kansas,Mechanical Engineering,PhD,Fall 2015,Accepted,,27-03-2015,1427385600,,,,,American,27-03-2015,1427385600,
4889,University Of California Irvine,Mechanical Engineering,PhD,Fall 2015,Rejected,,27-03-2015,1427385600,,,,,International,27-03-2015,1427385600,
4890,NYU Poly,Mechanical Engineering,PhD,Fall 2015,Rejected,,26-03-2015,1427299200,9.99,140.0,170.0,3.0,International,27-03-2015,1427385600,"Master's GPA of 3.9 + 2 high impact ISI papers + 2 submitted papers
I have contacted the adviser and he told me that there is o supporter up to now but you will be accepted thanks to your CV!A Professor with similar research area had no opening and suddenly the adviser contact me and said you will be rejected soon.
Fortunately there was no application fee for me :P"
4891,NYU,Mechanical Engineering,PhD,Fall 2015,Rejected,,27-03-2015,1427385600,3.98,153.0,169.0,3.5,International,27-03-2015,1427385600,BS and MS from SUT
4892,Texas A&M,Mechanical Engineering,PhD,Fall 2015,Other,Other,,,,,,,International,27-03-2015,1427385600,"To the admitted to TAMU, have you received any funding from department?, or the admission email asked to contact professors directly?"
4893,"University of Colorado, Boulder",Mechanical Engineering,PhD,Fall 2015,Rejected,,27-03-2015,1427385600,3.24,150.0,164.0,3.5,International,27-03-2015,1427385600,
4894,Case Western,Mechanical Engineering,PhD,Fall 2015,Rejected,,26-03-2015,1427299200,,,,,International,26-03-2015,1427299200,
4895,University Of Texas At Austin,Mechanical Engineering,PhD,Fall 2015,Accepted,,25-03-2015,1427212800,3.82,152.0,170.0,4.5,International,26-03-2015,1427299200,To the person who asked: Direct PhD for Dynamic systems and control. And I did not have any interview (Toefl Score: 110)
4896,University Of Texas At Austin,Mechanical Engineeeing,PhD,Fall 2015,Accepted,,25-03-2015,1427212800,3.82,152.0,170.0,4.5,International,26-03-2015,1427299200,To the one who asked: Direct PhD in dynamic systems and control. And I did not have any intervew (Toefl score 110)
4897,University of Michigan (Ann Arbor),Mechanical Engineering,PhD,Fall 2015,Interview,,,,,,,,Other,26-03-2015,1427299200,"I got your email and I will send you notes via email, I hope you that accepted to the first stage of admission to UM don`t loose your last chance."
4898,University of Michigan (Ann Arbor),Mechanical Engineering,PhD,Fall 2015,Interview,,,,,,,,Other,26-03-2015,1427299200,"To the poster below: Dear friend may I know what is your interest area? I have a good RA offer from a prof. of UM ME, I can introduce you to that prof."
4899,University of Michigan (Ann Arbor),Mechanical Engineering,PhD,Fall 2015,Interview,,,,,,,,International,26-03-2015,1427299200,"To the poster below: You mean that there are few available offers to be sent out? So, it is competitive yet. Any information about our chances to be admitted? Getting nervous. We should wait another week:("
4900,Rensselaer Polytechnic Institute,Mechanical Engineering,PhD,Fall 2015,Other,Other,,,,,,,American,26-03-2015,1427299200,"Email from department: ""We are currently making financial aid decisions and sending out  award letters so you can expect notification from us shortly. Please feel free to contact me with any questions or concerns you may have."""
4901,University of Michigan (Ann Arbor),Mechanical Engineering,PhD,Fall 2015,Other,Other,,,,,,,International,26-03-2015,1427299200,To all UMich posters below: I contacted the department and there are only a few offers left. Decision will be made next week.
4902,University Of Texas At Austin,Mechanical Engineering,PhD,Fall 2015,Accepted,,26-03-2015,1427299200,3.82,152.0,170.0,4.5,International,26-03-2015,1427299200,letter of financial assistance :)
4903,University of Michigan (Ann Arbor),Mechanical Engineering,PhD,Fall 2015,Interview,,,,,,,,Other,26-03-2015,1427299200,"To the poster below: Yeah, Our chance that had interview with admission committee, is more than 99% for getting admission, but receiving full fellowship (not RA) is competitive among the students that had interview with admission. Based on my experiences, the students that had interview, have not been rejected up to now."
4904,University of Michigan (Ann Arbor),Mechanical Engineering,PhD,Fall 2015,Interview,,,,,,,,International,26-03-2015,1427299200,"To the poster below: My interview was made by admission committee and one of the members interviewed me also. You mean hopefully we will get an admission? 2 weeks ago Univ. of Michigan rejected many applicants, I wonder if they were interviewed or not by the ME department?"
4905,University of Michigan (Ann Arbor),Mechanical Engineering,PhD,Fall 2015,Interview,,,,,,,,Other,26-03-2015,1427299200,"To the poster below: our interview was with an admission member not with a faculty that was interested in, if you did not had an interview with UM, ME admission, try to find RA as soon as, because that interview was with students that were eligible to receive fellowship, or at least RA."
4906,University of Michigan (Ann Arbor),Mechanical Engineering,PhD,Fall 2015,Interview,,,,4.0,,,,Other,26-03-2015,1427299200,"To the poster below: Dear friend, why last chance? you made a risk. But don`t worry, if the first prof. of your choice is ready to pick you, they can`t reject you, but I hope we receive full fellowship."
4907,Columbia University,Mechanical Engineering,PhD,Fall 2015,Accepted,,24-03-2015,1427126400,4.0,,,,International,26-03-2015,1427299200,Got the TA offer letter at Mar 24
4908,University of Michigan (Ann Arbor),Mechanical Engineering,PhD,Fall 2015,Interview,,,,,,,,International,26-03-2015,1427299200,"To the poster below: I have been interviewed more than a month ago, and I have not heard back anything. Does someone know that the rejected ones have been interviewed or not? I am really nervous about the result. :( my last chance"
4909,Columbia University,Mechanical Engineering,PhD,Fall 2015,Other,Other,,,,,,,International,26-03-2015,1427299200,I am admitted but haven't heard about the funding decision yet. Anybody got the TAship? When did you get the funding letter? Thanks
4910,UC DAvis,Mechanical Engineering,PhD,Fall 2015,Accepted,,26-03-2015,1427299200,4.0,149.0,170.0,4.0,International,26-03-2015,1427299200,From the uni of TEHRAN.....Department Fellowship(tuition for one year) + TA ( for two quarters).....What should I do? Uni of Florida (RA) or this? which one you think is better?
4911,MIT,Mechanical Engineering,PhD,Fall 2015,Rejected,,25-03-2015,1427212800,,,,,American,25-03-2015,1427212800,
4912,Johns Hopkins University (JHU),Mechanical Engineering,PhD,Fall 2015,Rejected,,25-03-2015,1427212800,4.0,152.0,170.0,3.0,International,25-03-2015,1427212800,"Applied for Direct PhD, admitted for Masters and no funding mentioned :("
4913,Rutgers University,Mechanical And Aerospace Engineering,PhD,Fall 2015,Accepted,,25-03-2015,1427212800,3.74,,,,International,25-03-2015,1427212800,"Selected for fellowship (26K/year), From SUT"
4914,Columbia University,Mechanical Engineering,PhD,Fall 2015,Accepted,,24-03-2015,1427126400,,,,,International,24-03-2015,1427126400,"For People who got admission, how many of you get funding information?"
4915,Texas A&M,Mechanical Engineering,PhD,Fall 2015,Accepted,,24-03-2015,1427126400,,,,,International,24-03-2015,1427126400,
4916,UCLA,Mechanical Engineering,PhD,Fall 2015,Accepted,,18-03-2015,1426608000,3.5,159.0,164.0,4.0,American,24-03-2015,1427126400,Has anyone heard back from the department since being accepted (about financial info)?
4917,UIUC,Mechanical Engineering,PhD,Fall 2015,Accepted,,03-07-2015,1435852800,3.6,156.0,165.0,4.0,International,24-03-2015,1427126400,Doesn't include financial offer but likely to get RA-ship.
4918,Johns Hopkins University,Mechanical Engineering,PhD,Fall 2015,Rejected,,24-03-2015,1427126400,3.82,152.0,170.0,4.5,International,24-03-2015,1427126400,SUT
4919,JHU,Mechanical Engineering,PhD,Fall 2015,Rejected,,24-03-2015,1427126400,,,,,,24-03-2015,1427126400,All positions are full!!
4920,University Of Missouri - Columbia,Mechanical And Aerospace Engineering,PhD,Fall 2015,Accepted,,16-03-2015,1426435200,3.2,143.0,161.0,2.5,International,24-03-2015,1427126400,"MS GPA 4.0. JAP paper*1(first author), Conference paper*3(first author*1, second author*2). 3 years work experience."
4921,U C Berkeley,Mechanical Engineering,PhD,Fall 2015,Other,Other,,,,,,,International,24-03-2015,1427126400,"To the post below. I am also an international student. I haven't heard back from 4 schools yet: Berkeley, Umich, GaTech and UIUC."
4922,"University Of California, Berkeley",Mechanical Engineering,PhD,Fall 2015,Other,Other,,,,,,,International,24-03-2015,1427126400,I'm still waiting for a decision. Heard back from the other schools.
4923,"University Of California, Berkeley",Mechanical Engineering,PhD,Fall 2015,Other,Other,,,,,,,International,24-03-2015,1427126400,"To post below, I am waiting for the result
I am international without US degree"
4924,University Of Texas At Dallas,Mechanical Engineering,PhD,Fall 2015,Other,Other,,,,,,,Other,23-03-2015,1427040000,Did anyone hear for them? The mechanical enigneering department does not pick up the phone nor do they reply back to email.
4925,Johns Hopkins University(JHU),Mechanical Engineering,PhD,Fall 2015,Rejected,,23-03-2015,1427040000,,,,,International,23-03-2015,1427040000,
4926,UIUC,Mechanical Engineering,PhD,Fall 2015,Other,Other,,,,,,,Other,23-03-2015,1427040000,"At below, you didn't really have to travel to the past to inform us.
At least we know time machines are due in less than 3 months."
4927,UIUC,Mechanical Engineering,PhD,Fall 2015,Accepted,,03-07-2015,1435852800,3.6,156.0,165.0,4.0,International,23-03-2015,1427040000,Doesn't include financial offer but likely to get RA-ship.
4928,North Carolina State University,Mechanical Engineering,PhD,Fall 2015,Accepted,,26-02-2015,1424880000,3.65,150.0,165.0,3.0,International,23-03-2015,1427040000,Got an acceptance and asking for financial statement. I have contacted many professor but none replied. What to do? can anyone suggest?
4929,Virginia Tech,Mechanical Engineering,PhD,Fall 2015,Accepted,,21-03-2015,1426867200,3.63,157.0,170.0,3.0,International,22-03-2015,1426953600,"2nd offer! TA limited, encouraged to contact professors for RA. No message from the other seven."
4930,Stony Brook,Mechanical,PhD,Fall 2015,Accepted,,18-03-2015,1426608000,,,,,American,21-03-2015,1426867200,Professor contacted me through personal email.
4931,Northwestern,Mechanical Engineering,PhD,Fall 2015,Rejected,,19-03-2015,1426694400,,,,,International,21-03-2015,1426867200,
4932,Arizona State University,Mechanical Engineering,PhD,Fall 2015,Accepted,,13-03-2015,1426176000,,,,,International,20-03-2015,1426780800,No funding...
4933,University of Michigan (Ann Arbor),Mechanical Engineering,PhD,Fall 2015,Rejected,,19-03-2015,1426694400,,,,,International,20-03-2015,1426780800,
